id,company,department,job,base,work_begin,work_end,launch_time,dinner_time,wed,fri,workdays,summary,remark,category,suggestion,struct,welfare,is_foreign,domain
3991,成都华西公用医疗信息服务有限公司,产品研发部,后端,成都,08:30,06:00,11:45-2:00,下班回家吃,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
3992,中基建工防水装饰集团有限公司,标书部,标书,郑州,8：30，不睡懒觉的可以提前来，公司的大门永远为你敞开,6:00，可以7点、8点再走，只要你愿意,11:30，去晚了就干不了饭了,06:30,无,无，（自己给自己加个餐算不）,6,无（周报：刚进公司的时候.......学习了一周后.......）,工作挺轻松的，有时候需要赶文件（虽然需要加会班，但是有提成拿），日常没事的时候学习考个安全员、二建啥的（学习使我快乐，啧啧）,E 建筑业（包括土木 装修）,,,,,其他
3993,越秀地产,成本合约部,房地产成本管理,广州,09:00,19：00-21：00不等,12：00-14：00,没有规定,否,否,5天，周六自愿性强制上班（有时放假还要去售楼部凑人数助力营销）,每个人都日报,内部流程繁杂，属于又要快又不放权不标准化的情况，工作多数是流程性质的，喜开大会，升职加薪较慢,K 房地产业， 国企,薪资表、工作福利、摸鱼情况,无数据,,,其他
3994,北京立海坤,研发,后端， 前端， 产品， 运营， 客户端,北京/太原/郑州,9,18,12月14日,19,无,,5,日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,6月26日,,,互联网
3995,麒麟软件有限公司（北京分部）,产品测试-测试二部（特指北京分部的二部，主业产品测试而不是认证测试更不是市场测试）,测试（测开）,北京,8:30，最晚九点,5:30，到晚了向后延，九点打卡的话就是六点下班,其实是十二点到一点但实际上一般十一点半就去吃饭了,六点下班之后准备加班的话就可以开始点外卖了，报销,否,否,5,否,年假比较抠门，严格按年限给，每年春节会强制请假三天，其他时候按国家规定走。加班每两个半小时算一个点，平时一个点一百二，自己申请，当月发六十季度末发另六十，法定节假日（特指比如十一当天中秋当天不包括十月二啊什么调休啊的）记着是两百，也那么发。工作日加班不许申请调休，不够两个半也不许申请给钱，给钱调休二选一，工作日最多一个点休息日最多三个点，调休时间积累同最多三个点也就是一天七点五小时，每月有两天病假不扣钱，其它按规定走，三次迟到不扣钱，后面扣。报销会比较麻烦一点，一般一个月，出差的话会报的快。领导和同事都还OK，最后强调所有作息特指公司里的产品测试，市场测试出差外出会比较严重,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,不太清楚，但是不歧视35+，新员工社招里35+也很常见。不过即使35+也要混资历就是了……,,,互联网
3996,中建八局西北公司,工程部,其他,郊外,08:00,23:00（平均）,12:00-13:30,18:00-19:00,否,饭更烂,6.5,是,,E 建筑业（包括土木 装修）,工作环境？虽然室外的不多。福利待遇，五险一金,,,,其他
3997,唐企盛泰,品宣,策划,珠海,9,项目多的时候20.30-22：00，不忙的时候19:00前,12-15:30,无,否,否,大小周,无，周报都一样,管理巨混乱，内耗严重，效率巨低。管理巨扁平，流程巨繁琐。,H 住宿和餐饮业,,,,,其他
3998,杭州云呼网络,研发中心,后端， 前端， 产品， 运营， 测试（测开）,杭州,9,6（有强制加要求）,12,6,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
3999,亚鸿世纪,网安,后端， 安全， 数据分析,北京,9.3,6,12,回家吃,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资相对互联网大厂较低,0,,,互联网
4000,广州数鼎有限公司,平台建维护（垃圾部门 就四五个人）,后端,广州,09:00,06:00,12:00,自己回家吃,无,无,5,无,公司完全看老板的眼色，一群舔狗，舔女老板，,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,无,1月5日,,,互联网
4001,天融信,产品推广部门,产品,北京,9,05:30,11:50,17:50,否,否,5,是,整体来说比各类大厂要轻松很多，该有的福利都有，公司水平不算高。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4002,唯品会,运营,媒介营销,广州,9:00-9:30,21:00+,12:00-1:00,7:00-8:00,否,否,5天，但周末经常出差或wfh跟进项目,要写,营销压力大，项目多，节奏快，提倡竞争氛围。下班及周末出差或云工作是常态。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， L 租赁和商务服务业,薪资表不建议 有泄漏公司隐私的风险。可以写公司福利情况，比如五险一金，是否签竞业，年终奖十三薪情况等。,0/10,,,互联网
4003,零方科技（原美宜佳信息部）,开发组,后端,东莞南城,08:30,5:30~7:00,12:00~14:00,大部分回家吃,无特殊,无特殊,5.5（周六上午要上半天，感觉是东莞传统）,日报/周报都要,,F 批发和零售业,,没有统计过，但是这边35岁老员工还是蛮多的,,,其他
4004,云信达科技有限公司,研发,前端,南京,09:00,18:00,11:30-13:30,,无,无,5,无,早上可以到9:30到公司，前端基本无加班，加班有调休,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4005,中建八局四公司,项目部商务工程师,其他,青岛,08:00,19:00,11:30,06:00,否,否,6或7,否,,E 建筑业（包括土木 装修）， 国企,薪资表,,,,其他
4006,天眼查,产品技术,产品,北京,09:00,最早8点，会强制要求不能早走,11:30,,否,否,6,是,表中有人说不加班，真想知道还有第二个产品技术部？大家都是大小周，他五天？？,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4007,珠海华润银行股份有限公司,智能科技部研发中心,后端， 设计,深圳,08:35,05:30,12:00,没有,无,无,5,是,项目忙的时候无偿加班，一般会连续3个月以上。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,基本上没有升职机会,,,金融
4007,珠海华润银行股份有限公司,智能科技部研发中心,后端， 设计,深圳,08:35,05:30,12:00,没有,无,无,5,是,项目忙的时候无偿加班，一般会连续3个月以上。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,基本上没有升职机会,,,互联网
4008,温州合泰,研发部,设计,温州,08:30,17:30,11：30-12：30,\,\,\,5,是,,C 制造业（机械）,,,,,其他
4009,埃森哲,分析咨询,运营,大连,09:00,18:00,12:00,回家吃,否,固定的分享会议，占用半天时间，会后要求写感受,5,据说之前有周报习惯,,L 租赁和商务服务业， 外企,,,,,外企
4010,锐捷网络,研究院,前端,福州,9.3,18,12,18,否,否,5,是,（自愿）加班多，无加班费，运气成分较大，闲的组可以经常摸鱼,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4011,携程,火车票BG 智行业务线,产品,上海,10:00,8:30以后,11:50-1:30,6:00-7:00,无,7:00下班,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， G 交通运输、仓储和邮政业， H 住宿和餐饮业,,0,,,互联网
4012,58,汽车事业部,运营,北京,10,7,12:30-1:30,06:00,下午茶,下午茶,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,增加公司福利表，如班车、食堂、福利假,,,,互联网
4013,字节,Data,后端,上海,10点,11点,12点,6点半,不是,不是,5,日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,相亲表,0，最大31岁,,,互联网
4014, , ,其他,成, , , , ,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4015,东风设计研究院有限公司,设计生产,设计,不好说,08:30,05:30,1h,自己解决,无,无,5（实际晚上和周末加班很正常，无加班费）,是,计件工作，又不按劳付费，平时钱少，年终绩效说没就没，说扣就扣,E 建筑业（包括土木 装修）,加上推荐度和自己简略信息，如学历，专业，能力水平和职业路线,02:01,,,其他
4016,通用汽车,研发,产品,上海,弹性，9点半之后算迟到,弹性，7点之后算加班,11：30-13：00,5：30-7：00,否,否,5，每月大概1-2周加班,否,,C 制造业（其他包括纺织 汽车 金属冶炼等）,,0/12,,,其他
4017,南京风云投资管理有限公司,产品运营组,运营,南京,08:45,17:30,12-13点,无,否,否,5,否,整个总部主打不加班，包括技术，HR招人介绍也基本是这个话术。部门按照节假日会有轮值班情况，可以换调休，节日的3倍工资也是正常发放。,R 文化、体育和娱乐业,相亲表如果上的话希望可以照顾照顾年纪大的80后，谢谢了T T,0,,,其他
4018,光大激光,软件工程师,后端， 前端,深圳,08:30,17:30, 12：00,下班后,无,无,5.5,是,没有事情不加班；大小周；出差时间长,C 制造业（机械）,,没统计,,,其他
4019,广电运通金融电子科技有限公司,研发部,后端， 前端,广州产业园,08:00,17:00,12:00-13:00,17:00-18:00,否,否,5,全体-周报,一周三天加班日，没有节日礼金。周末不定时加班。内卷严重，重视高学历，不看技术水平。平均工作时间是早八晚八。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,,28/40,,,金融
4019,广电运通金融电子科技有限公司,研发部,后端， 前端,广州产业园,08:00,17:00,12:00-13:00,17:00-18:00,否,否,5,全体-周报,一周三天加班日，没有节日礼金。周末不定时加班。内卷严重，重视高学历，不看技术水平。平均工作时间是早八晚八。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,,28/40,,,互联网
4020,美团,到家-外卖-数据智能组,后端,北京,10点-11点,晚上9点半以后，不到9点半几乎没人动,12点-14点,18点-19点,否,是，会有个别人早走,5,每人每天都要有日报，开晨会,项目排期紧，压力较大，有点儿PUA的味儿，但也有一定成长，看个人需求,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4021,方圆地产,信息中心,数据分析,广州,08:30,17:30,12:00,19:00,否,否,5,是,有好去处别来这个部门就是,K 房地产业,,3月31日,,,其他
4022,讯一佳,技术部,前端,广州,09:00,18:00,11:45-13:30,18:00,周四特殊，可以提前下班打羽毛球,,5,否,领导nice，同事好相处，基本不加班，请假调休很随意,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,01:10,,,互联网
4023,百度,MEG,后端,北京,早上10点,晚上9点,11点半-2点,5点半,不,不,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4024,下厨房,运营,产品， 运营,北京,10（不打卡 大家基本10点20左右到,18:30（一般7点左右走,12,19,否,否,5,大家都写周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， F 批发和零售业,,,,,互联网
4025,苏州智数信息科技有限公司,项目实施部,运维（SRE）， 测试（测开）,苏州,08:30,18:00,12:00,加班不包晚饭,随时特殊,随时特殊,5,必备好吧超级多,老板“很好”，经理喜欢下班时间安排活和开会。项目奖一拖再拖，老员工如狗，提薪无望。背锅侠,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,6/52,,,互联网
4026,千米网,零售,后端， 前端,南京,09:15,周124到8点周35到6点,11:45,6点15,6点下班,6点下班,5,所有人周报日报,每个月最后一周的周六上班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4027,智慧芽,Data,大数据开发,苏州,09:30,6:00-8:30,11:30-13:00,5:40-6:30,,,5,全员日报/周报,不打卡，弹性上下班；宣称18:00下班，技术组加班风气严重，普遍卷到20:00以后。加班到20:00后提供餐补。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4028,小云互娱,市场部,市场策划,广州,09:30,08:00,11:30-13:00,18:00-18:30,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,,,,,互联网
4029,字节跳动,产品研发和工程架构部-视频架构,算法,上海,10:00-10:30,21:00-22:00 实习生走的早一点，正式员工一般九点后走,12:00-14:00,19:00,双周活动日,一般吃完晚饭走,5,周报,内部不打卡，弹性工作制，但实际上大家都默认9点之后下班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,基本没有，部门人很年轻,,,互联网
4030,百度,直播研发部,客户端,北京,10点弹性,7点半左右，没事7点能走,12点,18点,否,否,6,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4031,中银金科,创研,后端， 产品， 算法， 其他,上海,8.3,17.3,11.30-1.30,17.3,看工作情况会加到九点，或者周四,否,5,否,看情况加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,可给一些薪资区间,2月8日,,,金融
4031,中银金科,创研,后端， 产品， 算法， 其他,上海,8.3,17.3,11.30-1.30,17.3,看工作情况会加到九点，或者周四,否,5,否,看情况加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 国企,可给一些薪资区间,2月8日,,,互联网
4032,字节跳动,互娱研发,前端,北京,10.30左右,9点以后,12点~14点(包括午休),7点开始,每两周活动日，活动日6点开饭，可以提前走,7点可以开始下班,5,日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4033,某大数据科技公司,咨询部,前端,北京,9点,5点,1.5小时,我们家一般7点开饭,否,否,5天,both,hhh就是时薪很高 只要你干活够快就可以明目张胆的摸鱼~公司文化还是很重要的 属于谁先干完活谁先跑 但遇到特别着急的工作也没少见过北京的日出和日落,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,暂无,约分后大概1/5,,,互联网
4034,字节跳动,创新业务,运营,上海,09:30,08:30,12:00-1:30,自选,??,??,5（实际7）,早晚周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,集体35以下,,,互联网
4035,nike,finance,AR,上海,9点半,5点半（很少加班 最多留个一小时）,11点半,回家吃,否,6-9月summer hour，下午不上班，平时有事也可早走,5,否,法定节假日放假不调休，该放哪天放哪天，一年会比法定节假日多个两三天的假期,外企,,,,,外企
4036,小米,生态链,后端， 前端， 产品， 运营,武汉,09:30,7：30-8：30,11：45-14：00,17：30-18：30,否,可提前走半小时到一小时,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,约为1/8,,,互联网
4037,央企建筑工程公司,办公室,其他,异地,07:30,18:00,11：30-12：30,18：00-19：00,全年无休，每三月6天季度假,,7,每日刷4次脸,,E 建筑业（包括土木 装修）,,25%,,,其他
4038,杭州小鹿柯基网络科技有限公司,编辑部,其他,杭州,10,18,12:30,,无,无,7,无,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/25,,,互联网
4039,中信网络科技,开发三,后端,广州,8:30-8:40,5:30(但是由于进度安排的非常紧 正常8点才能赶上人天，偶尔9-10点下班，特殊情况 ,12:00-14:00,自行解决,否,否,5（实际由于人天安排的很紧，偶尔需要周六赶进度）,所有人都要写日报，不用周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,1月4日,,,金融
4039,中信网络科技,开发三,后端,广州,8:30-8:40,5:30(但是由于进度安排的非常紧 正常8点才能赶上人天，偶尔9-10点下班，特殊情况 ,12:00-14:00,自行解决,否,否,5（实际由于人天安排的很紧，偶尔需要周六赶进度）,所有人都要写日报，不用周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,1月4日,,,互联网
4040,汽车配件生产厂,设计,设计， 项目的跟进及车间异常的处理,浙江宁波奉化,8,17-21,12月13日,17-18,否,否,6,否,平均工资5000左右,C 制造业（机械）,,1月16日,,,其他
4041,江苏盐城体制内教师,教学,其他,江苏盐城,7：00（双班英语老师天天早读课）,5：00或8：10（有晚自习就八点多）,11：00或11：30（有最后一节课的话）,05:10,否,否,5.5（周六延时服务）,无,之前法定节假日也补课，现在不补了,P 教育业,薪资表,新学校 可类比创业公司 唯一不同是不可能拿股份or上市,,,其他
4042,江苏泰治科技股份有限公司,研发中心,后端， 前端， 测试（测开）， 数据分析,南京,09:00,18:00-22:00,12:00,18:00,否,否,5,是,加班严重,C 制造业（硬件包括芯片、半导体等等）,,0,,,其他
4043,奇安信,态势感知,后端,北京,09:15,18:30,11:30-14:00,19:30,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,基本都是90后,,,互联网
4044,拼多多,市场部,后端,上海,09:00,21:00,12:00-13:30,18:00-19:00,无,周五晚8点下班,6,日报,绝大多数pdd员工还是11116,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,几乎没见过35岁以上的员工，除了组长的组长，其他都应该是35以下,,,互联网
4045,新华网股份有限公司,大数据中心,产品,北京,08:30,正常是18：00左右，基本都要21：00之后,11：30到2：00,19:00,否,否,5,是,部门大领导及老员工都是方正一块出来的，排外、抱团，且都是中年女性，老员工管理能力欠佳且情绪化非常严重。加班严重，做事没有规划性，经常临下班临时安排紧急事项，心脏不好的千万别来，虽然是国企，但是又焦虑又卷。。。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 国企,无,不多，25——34岁,,,互联网
4046,北京天眼查科技有限公司,全部,后端， 前端， 产品， 测试（测开）,北京,09:00,21:00,11:30-13:30,19:00-19:30,否,可以早走,大小周,OKR,暴力裁员、扣绩效、run,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,内推表,0/12,,,互联网
4047,广州博依特智能信息技术有限公司,研发部,后端， 前端， 产品， 运维（SRE）， 测试（测开）， 算法， 数据分析， 设计,广州,09:00-10:00,18:30-19:30,12:00-13:30,6:00-19:00,,否,5,试用期日报，转正后周报,周四单周发版,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4048,携程,消费金融,后端,北京,10:00,21:30,,,,,5,,,互联网， 金融,,,,,互联网
4048,携程,消费金融,后端,北京,10:00,21:30,,,,,5,,,互联网， 金融,,,,,金融
4049,58同城,TEG-AI  Lab,后端,北京,10,21-22,11：30-12：00,18：00-19：00,抠搜下午茶,抠搜下午茶,5,入职前一个月每天日报，后每周周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,增加信息的最新更新时间，因为加班情况根据公司形势和政策是变动的,,,,互联网
4050,爱德数智,交付事业部,实施顾问,广州,9:00 （因为不打卡一般都是九点半到）,18:00（看项目情况，18:10-22:00都有）,12:00-14:00,回家吃,,否,5,是(老人也要，企业微信写日报，每周发项目周报),,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0,,,互联网
4051,知乎,社区业务平台,后端,北京,10,19-20,12,18:30,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0,,,互联网
4052,尔湾科技,销售,其他,北京,13:30,00:30,无,18:30,,,7,是,,P 教育业,,,,,其他
4053,新浪,游戏,运营,北京,10:30前,22:00-无限,12:00,18:00,否,否,看似五天 周末还要找你,是,卷的不行，大家都没有家，没有自己的日子么，晚上九十十一点走第二天九点多还能到，真不理解！啥是没有也得跟大家一起坐到九点，从此之后七点就走，拒绝内卷,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4054,咪咕,最卷部门,运营,北京/成都/上海,9点,北京/上海据说不到8点不下班，成都6点，然而主要看领导，忙起来3点,11:30,,没听过,没听过,5天，实际也看具体项目，忙起来周六日照样上班,填非常多,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 国企,相亲表很需要,4月30日,,,互联网
4055,某师范大学附属初级中学（私立）,教师,教师,广州,08:00,官方17：30，实际上可能要处理学生事务，下班时间（指离开办公室）最晚9：30,11:30,17:30,否,否,5,否,从起床到睡觉家长一旦发信息除了上课开会都要回复，007。,P 教育业,,0.5,,,其他
4056,德尔,数字智慧驱动中心,后端,苏州,08:45,17:45,11:45~13:30,,每周固定版本升级,,5,日周月都有,同一部门所属公司不同，有的大小周，没有明确加班制度，,K 房地产业,,,,,其他
4057,百威亚太,供应链,其他,全国工厂,08:00,17:00,12:00-13:00,回家,否,否,5,是,大多数人加班到20:00，有时周末加班，Base在全国各工厂,C 制造业（其他包括纺织 汽车 金属冶炼等）， 外企,相亲表,,,,外企
4058,成都旺小宝科技有限公司,产品,产品,成都,8点半-9点半弹性上班,下午6点-7点弹性下班，项目紧张会加班，一般能准时下班,12点-13点30，一般11点50溜，1点40左右开始工作,公司8点半以后走有加班餐，不然就自己回家吃,,,5,每个人每天日版，钉钉公开,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， K 房地产业,,,,,互联网
4059,某合资豪华汽车制造厂,***,office,沈阳,08:30,17:15,12:00,回家,无,无,5,无,,C 制造业（其他包括纺织 汽车 金属冶炼等）,,2月7日,,,其他
4060,百度,ACG质量部,测试（测开）,北京,10:00,21:00,11:30,17:30,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4061,济南中维世纪,营销中心,其他,济南,09:00,18:00,12:00,18:40,无,无,5或6天（大小周）,日报,闲的闲死，忙的忙死,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,,,,,互联网
4062,龙奥大厦,济南市直机关,其他,济南,09:00,17:00,11:30-14:00,17:30-24:00,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， K 房地产业， P 教育业， Q 卫生和社会工作， S 公共管理、社会保障和社会组织， G 交通运输、仓储和邮政业， M 科学研究和技术服务业,加上体制内的嘛,4月8日,,,互联网
4062,龙奥大厦,济南市直机关,其他,济南,09:00,17:00,11:30-14:00,17:30-24:00,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， K 房地产业， P 教育业， Q 卫生和社会工作， S 公共管理、社会保障和社会组织， G 交通运输、仓储和邮政业， M 科学研究和技术服务业,加上体制内的嘛,4月8日,,,金融
4063,恒生电子,金锐,产品,杭州,9点,18点,12点,18点,否,否,5,是,,J 金融业,,,,,金融
4064,泡泡玛特,供应链,其他,北京,09:00,18:00,  12:00-13:00,无,无,无,5,否,不要来！！这里供应链中心非常乱，LD都是老员工固步自封，新流程制度无法推进，新人0培训；个别部门非常卷，早上八点半来晚上九十点才下班；加班费能不能提全看LD风格和心情；下午茶只有周二周四下午有，数量很少全靠抢；公积金只交8%,F 批发和零售业,暂无,无,,,其他
4065,北京灵动音科技,全部,后端， 前端， 产品， 运营， 算法， 全栈， 设计， 客户端,北京,10,06:30,12,下班自己解决,否,否,5,否,早到早走不加班，事情不多，没事不开会,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/30,,,互联网
4066,中国移动,上海产业研究院,算法,上海,09:00,17:30,1.5h,到点下班,否,否,5,周报（非必须）,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 国企,,2月19日,,,互联网
4067,百词斩,薄荷芝士派,前端,成都,09:30,18:00-19:00,12:00-14:00,下班后,否,否,大小周,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4068,北京经纬恒润科技,研发,设计,北京,9到10点,主要集中在20到23点,,,,,5,,,C 制造业（其他包括纺织 汽车 金属冶炼等）,,,,,其他
4069,唯一视觉,颂策划,运营,上海宝山,09:30,18:00,可自行选择,无,否,否,6,否,按当月周日天数确定每月休息日，可自行选择哪几天休息，相当于做六休一,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， L 租赁和商务服务业,相亲可以哈哈哈,2月14日,,,互联网
4070,中国移动,网络事业部,其他,北京,08:30,名义18:00，实则7*24,11:30,18:00加班哪有空吃饭,想得美,是，越到周五越汇报,7,周报,卷得一批,C 制造业（通信）,,,,,其他
4071,牛客网,两地合起来七八十人的小厂,后端,北京、深圳,10:00,22:00,,,,,5.5大小周,是,技术差，老板崇拜华为却不重视技术,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,限制一下拼多多、华为、阿里、字节跳动等公司的HR提供虚假信息,,,,互联网
4072,央视,某新媒体部门,新媒体编辑,北京,10点,第二天早上的10点（不过第二天凌晨一两点到早上7点可以睡觉）,12点,18点,否,否,3-4天,否,,国企,希望列表增加传媒行业分类（如果后期数据足够多的话），这个行业的从业者也是猝死高危人群…… T^T,2月22日,,,其他
4073,腾讯,csig-云产品,产品,深圳,10点～10点半,10点,,,,是的,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4074,赫基集团,新零售,前端,广州,09:00,18:00,12:30-2:00,下班,否,否,5,否,领导 nice，工作相对轻松，紧急的时候才加班(几乎没有)。MacBook Pro 办公。5年前的工资水平，入职2年未涨薪，已跑路,F 批发和零售业,,,,,其他
4075,四维图新,研发部,测试（测开）,北京,09:00,18:00,11:30,18:00,否,否,五,周报,每隔一段时间就搞一波996无效加班，工资低,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,添加是否建议去该公司,70%,,,互联网
4076,搜狐,智能媒体研发中心,后端， 前端， 产品， 测试（测开）， 设计,北京,9:00-9:30,6:00-6:30,12:00-2:00,回家吃,否,否,5,新人日报，其他周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4077,中铁一院,技术生产部门,设计,西安,早8：00,呵呵，没有下班时间，正常下班后 吃完晚饭继续正常上晚班（美其名曰大会战）,12：00-14:00(午饭时间+午休时间）如果去金主爸爸那里开会 午休时间就被占用了！,冬令时17：30 ；夏令时18：00 下班后的时候为吃饭时间。但是晚上有强制加班。,特殊？什么算是特殊？ 不加班正常下班才叫特殊！,哪有什么特殊  一视同仁！,5+2  白+黑   还要算上晚上加班的时间。,报啥？？,,E 建筑业（包括土木 装修）， 国企,,,,,其他
4078,OPPO,软件工程系统,测试（测开）,深圳,9:00-9:30,21:00-21:30,12:00-14:00,18:00-19:00,下午16:00可以自由运动,可以提前走(一般为19:00),5～6(有时每周六都来，有时隔一周来一次),是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,,,,,互联网
4079,散爆,开发,产品,上海,10至11任意,7至8任意,12：30至14：00,自行安排,否,否,5,否,打卡时间需满9小时,R 文化、体育和娱乐业,,,,,其他
4080,成都谭鸭血分司,运营,设计,成都,09:30,06:30,11：30-1：00,6：30后,否,10点上班,5,是,,R 文化、体育和娱乐业， H 住宿和餐饮业,,,,,其他
4081,销售易,SFA,后端,西安,9:00-9:30,7:00-7:30,12:00-13:30,无,否,否,5,否,大小周上班，无加班费，无调休，平均一个月一次团建，技术栈老旧,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,希望增加工作年限，工资水平，可以更好的了解行情,0/37,,,互联网
4082,百度,推荐策略部召回组,算法,北京,10点,10点,12点,6点,否,否,5,是,除了周会每天还有站会 千万别来！非常卷！,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,100%,,,互联网
4083,Qualcomm,产品,测试（测开）,上海,9:30-10:00,18:00-18:30,12:00-13:30,下班,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）， 外企,,,,,外企
4083,Qualcomm,产品,测试（测开）,上海,9:30-10:00,18:00-18:30,12:00-13:30,下班,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）， 外企,,,,,互联网
4084,微店,开发,前端,杭州,10:00,18:30,12:00,,,,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4085,杭州中赛实业有限公司,运营,运营,杭州,9,18,11:30,无,否,否,大小周,日报,18年已离职，这公司曾经拖欠工资，比如1月份工资3月20号分2次打，当初发看准网还会被花钱删评论，虽然不知道现在如何，一定不要去,C 制造业（其他包括纺织 汽车 金属冶炼等）， F 批发和零售业,加入闭坑预警,3月11日,,,其他
4086,中国航发商用发动机有限责任公司,总部某管理部门,其他,上海,08:30,17:30（偶尔凌晨3点）,轮流分批吃饭，11:30-12: 20之间,17:30,否,否,5（周末有事需要随叫随到）,原则上都需要填写,,C 制造业（机械）， 国企,薪资表,大约5/30的样子,,,其他
